batch,accuracy,f1,auc
751,1.0,1.0,1.0
752,1.0,1.0,1.0
753,1.0,1.0,1.0
754,1.0,1.0,1.0
755,0.96,0.8888888888888888,1.0
756,1.0,1.0,1.0
757,1.0,1.0,1.0
758,1.0,1.0,1.0
759,0.96,0.9523809523809523,1.0
760,0.96,0.9629629629629629,0.9871794871794871
761,0.8,0.7368421052631579,0.948051948051948
762,0.96,0.9523809523809523,0.9675324675324675
763,0.96,0.96,0.9935897435897436
764,0.88,0.8695652173913043,0.9743589743589742
765,0.96,0.9565217391304348,0.9935897435897436
766,0.96,0.967741935483871,1.0
767,1.0,1.0,1.0
768,1.0,1.0,1.0
769,0.88,0.8695652173913043,0.9358974358974359
770,1.0,1.0,1.0
771,1.0,1.0,1.0
772,1.0,1.0,1.0
773,0.96,0.9523809523809523,0.9666666666666667
774,1.0,1.0,1.0
775,0.92,0.9,0.9533333333333334
776,0.96,0.96,0.9871794871794872
777,1.0,1.0,1.0
778,1.0,1.0,1.0
779,1.0,1.0,1.0
780,1.0,1.0,1.0
781,1.0,1.0,1.0
782,0.92,0.9333333333333333,0.9733333333333334
783,0.96,0.9473684210526315,0.96
784,0.96,0.9523809523809523,1.0
785,0.96,0.9473684210526315,0.9533333333333334
786,0.92,0.9,0.9733333333333334
787,0.96,0.9411764705882353,1.0
788,1.0,1.0,1.0
789,0.96,0.9629629629629629,0.9805194805194806
790,0.96,0.9333333333333333,1.0
791,0.96,0.96,1.0
792,1.0,1.0,1.0
793,1.0,1.0,1.0
794,0.96,0.96,0.9935897435897436
795,0.96,0.9333333333333333,0.9852941176470588
796,0.96,0.96,1.0
797,1.0,1.0,1.0
798,0.92,0.9333333333333333,0.98
799,1.0,1.0,1.0
800,0.96,0.9411764705882353,0.9930555555555556
801,0.96,0.9473684210526315,1.0
802,1.0,1.0,1.0
803,1.0,1.0,1.0
804,0.96,0.9523809523809523,0.9935064935064936
805,0.88,0.8888888888888888,0.9358974358974359
806,0.88,0.8421052631578947,0.9652777777777778
807,1.0,1.0,1.0
808,0.96,0.96,1.0
809,1.0,1.0,1.0
810,0.96,0.9230769230769231,1.0
811,0.96,0.9565217391304348,0.9871794871794872
812,1.0,1.0,1.0
813,1.0,1.0,1.0
814,0.96,0.96,1.0
815,1.0,1.0,1.0
816,1.0,1.0,1.0
817,0.96,0.9523809523809523,0.9666666666666667
818,0.96,0.96,1.0
819,0.96,0.9565217391304348,0.9805194805194806
820,0.96,0.9655172413793104,0.9666666666666667
821,0.92,0.8571428571428571,1.0
822,1.0,1.0,1.0
823,0.96,0.9655172413793104,1.0
824,1.0,1.0,1.0
825,0.96,0.96,0.9807692307692308
826,0.88,0.9032258064516129,0.9791666666666666
827,0.88,0.88,0.9870129870129869
828,0.96,0.96,0.9871794871794872
829,0.96,0.9523809523809523,1.0
830,1.0,1.0,1.0
831,1.0,1.0,1.0
832,1.0,1.0,1.0
833,0.96,0.9523809523809523,0.9870129870129871
834,1.0,1.0,1.0
835,1.0,1.0,1.0
836,0.96,0.9629629629629629,1.0
837,1.0,1.0,1.0
838,0.92,0.9090909090909091,0.987012987012987
839,0.84,0.8,0.9935897435897436
840,1.0,1.0,1.0
841,0.96,0.9473684210526315,1.0
842,0.96,0.9411764705882353,0.9926470588235294
843,0.92,0.9166666666666666,1.0
844,0.96,0.9230769230769231,1.0
845,0.96,0.9523809523809523,1.0
846,1.0,1.0,1.0
847,0.88,0.896551724137931,0.9448051948051948
848,0.88,0.8421052631578947,0.98
849,0.96,0.9473684210526315,1.0
850,0.96,0.9565217391304348,1.0
851,0.88,0.88,0.9743589743589742
852,1.0,1.0,1.0
853,0.96,0.9523809523809523,1.0
854,1.0,1.0,1.0
855,1.0,1.0,1.0
856,1.0,1.0,1.0
857,0.88,0.8695652173913043,0.9871794871794872
858,0.96,0.96,0.9807692307692308
859,0.92,0.9090909090909091,0.9545454545454545
860,1.0,1.0,1.0
861,0.96,0.9523809523809523,0.9933333333333334
862,1.0,1.0,1.0
863,0.92,0.9166666666666666,0.9807692307692307
864,0.96,0.9565217391304348,1.0
865,1.0,1.0,1.0
866,1.0,1.0,1.0
867,1.0,1.0,1.0
868,0.96,0.96,0.9551282051282052
869,1.0,1.0,1.0
870,1.0,1.0,1.0
871,1.0,1.0,1.0
872,1.0,1.0,1.0
873,0.88,0.9032258064516129,0.9733333333333334
874,0.92,0.8571428571428571,0.9920634920634921
875,0.92,0.9285714285714286,0.9933333333333334
876,1.0,1.0,1.0
877,1.0,1.0,1.0
878,1.0,1.0,1.0
879,0.96,0.9523809523809523,0.9935064935064936
880,1.0,1.0,1.0
881,1.0,1.0,1.0
882,1.0,1.0,1.0
883,1.0,1.0,1.0
884,1.0,1.0,1.0
885,0.92,0.9230769230769231,0.9551282051282051
886,1.0,1.0,1.0
887,0.96,0.9333333333333333,0.9852941176470588
888,1.0,1.0,1.0
889,1.0,1.0,1.0
890,1.0,1.0,1.0
891,0.96,0.9523809523809523,1.0
892,1.0,1.0,1.0
893,1.0,1.0,1.0
894,1.0,1.0,1.0
895,0.92,0.9,0.9866666666666667
896,0.96,0.9230769230769231,1.0
897,0.96,0.96,1.0
898,1.0,1.0,1.0
899,1.0,1.0,1.0
900,1.0,1.0,1.0
901,0.96,0.9565217391304348,1.0
902,1.0,1.0,1.0
903,0.96,0.9696969696969697,1.0
904,1.0,1.0,1.0
905,0.92,0.9166666666666666,0.9487179487179487
906,1.0,1.0,1.0
907,0.96,0.9473684210526315,1.0
908,0.96,0.9565217391304348,0.9615384615384615
909,0.96,0.9523809523809523,0.9933333333333334
910,1.0,1.0,1.0
911,1.0,1.0,1.0
912,0.92,0.9,0.9666666666666668
913,1.0,1.0,1.0
914,1.0,1.0,1.0
915,0.96,0.9523809523809523,0.9870129870129871
916,0.96,0.96,0.9871794871794872
917,1.0,1.0,1.0
918,0.92,0.9285714285714286,0.9866666666666667
919,0.92,0.8888888888888888,1.0
920,1.0,1.0,1.0
921,0.88,0.8571428571428571,0.9743589743589742
922,1.0,1.0,1.0
923,1.0,1.0,1.0
924,0.96,0.9473684210526315,1.0
925,1.0,1.0,1.0
926,0.92,0.8888888888888888,0.9930555555555556
927,0.92,0.9230769230769231,0.9935897435897436
928,0.92,0.9,0.9870129870129871
929,1.0,1.0,1.0
930,1.0,1.0,1.0
931,0.96,0.9565217391304348,1.0
932,0.96,0.9523809523809523,1.0
933,0.92,0.9090909090909091,0.9935897435897436
934,0.96,0.96,0.9807692307692308
935,0.92,0.9090909090909091,0.9512987012987013
936,1.0,1.0,1.0
937,0.92,0.8888888888888888,1.0
938,1.0,1.0,1.0
939,1.0,1.0,1.0
940,0.92,0.9285714285714286,0.9333333333333333
941,1.0,1.0,1.0
942,1.0,1.0,1.0
943,0.96,0.9473684210526315,0.9861111111111112
944,1.0,1.0,1.0
945,1.0,1.0,1.0
946,0.96,0.9565217391304348,0.9871794871794872
947,0.96,0.96,0.9935897435897436
948,1.0,1.0,1.0
949,0.96,0.9696969696969697,1.0
950,0.96,0.9523809523809523,1.0
951,1.0,1.0,1.0
952,0.92,0.9166666666666666,0.9551282051282052
953,1.0,1.0,1.0
954,1.0,1.0,1.0
955,1.0,1.0,1.0
956,0.92,0.9090909090909091,0.9871794871794872
957,0.96,0.9473684210526315,0.9618055555555556
958,0.96,0.9565217391304348,0.9743589743589743
959,1.0,1.0,1.0
960,0.96,0.9565217391304348,0.9805194805194806
961,0.96,0.9473684210526315,0.9733333333333334
962,0.96,0.9473684210526315,0.9866666666666667
963,0.92,0.9375,1.0
964,0.96,0.9411764705882353,1.0
965,1.0,1.0,1.0
966,1.0,1.0,1.0
967,1.0,1.0,1.0
968,0.96,0.9565217391304348,0.9743589743589743
969,1.0,1.0,1.0
970,1.0,1.0,1.0
971,0.96,0.9565217391304348,0.9871794871794872
972,0.96,0.9523809523809523,1.0
973,0.96,0.96,0.9807692307692308
974,1.0,1.0,1.0
975,1.0,1.0,1.0
976,1.0,1.0,1.0
977,1.0,1.0,1.0
978,1.0,1.0,1.0
979,0.96,0.9473684210526315,1.0
980,0.96,0.9655172413793104,1.0
981,0.96,0.9411764705882353,0.9930555555555556
982,0.96,0.96,1.0
983,0.96,0.8888888888888888,1.0
984,1.0,1.0,1.0
985,1.0,1.0,1.0
986,0.96,0.9523809523809523,0.9805194805194805
987,1.0,1.0,1.0
988,0.92,0.9090909090909091,0.922077922077922
989,0.96,0.9090909090909091,1.0
990,1.0,1.0,1.0
991,1.0,1.0,1.0
992,0.92,0.9333333333333333,0.9866666666666667
993,1.0,1.0,1.0
994,1.0,1.0,1.0
995,1.0,1.0,1.0
996,1.0,1.0,1.0
997,1.0,1.0,1.0
998,0.96,0.9333333333333333,0.9852941176470588
999,1.0,1.0,1.0
1000,1.0,1.0,1.0
1001,1.0,1.0,1.0
1002,0.96,0.9629629629629629,0.974025974025974
1003,0.96,0.9523809523809523,1.0
1004,1.0,1.0,1.0
1005,1.0,1.0,1.0
1006,0.92,0.9230769230769231,0.9935897435897436
1007,0.96,0.9523809523809523,1.0
1008,1.0,1.0,1.0
1009,1.0,1.0,1.0
1010,0.96,0.9473684210526315,0.9930555555555556
1011,1.0,1.0,1.0
1012,0.96,0.9523809523809523,0.9610389610389609
1013,0.88,0.9142857142857143,0.9682539682539684
1014,1.0,1.0,1.0
1015,1.0,1.0,1.0
1016,0.96,0.9411764705882353,0.9669117647058824
1017,0.88,0.8571428571428571,0.9166666666666667
1018,0.92,0.875,0.9558823529411764
1019,1.0,1.0,1.0
1020,0.92,0.9333333333333333,1.0
1021,1.0,1.0,1.0
1022,0.96,0.9565217391304348,0.9935064935064936
1023,0.96,0.9523809523809523,0.974025974025974
1024,0.96,0.9333333333333333,0.9926470588235294
1025,1.0,1.0,1.0
1026,1.0,1.0,1.0
1027,0.96,0.9411764705882353,1.0
1028,0.84,0.8,1.0
1029,1.0,1.0,1.0
1030,1.0,1.0,1.0
1031,0.96,0.9411764705882353,1.0
1032,1.0,1.0,1.0
1033,0.92,0.8571428571428571,0.9044117647058824
1034,0.88,0.8888888888888888,0.9134615384615385
1035,1.0,1.0,1.0
1036,0.96,0.9523809523809523,0.974025974025974
1037,1.0,1.0,1.0
1038,1.0,1.0,1.0
1039,1.0,1.0,1.0
1040,1.0,1.0,1.0
1041,0.96,0.9411764705882353,0.9722222222222222
1042,0.96,0.9629629629629629,0.9935064935064934
1043,1.0,1.0,1.0
1044,1.0,1.0,1.0
1045,0.96,0.9523809523809523,1.0
1046,0.92,0.875,0.9852941176470588
1047,1.0,1.0,1.0
1048,0.96,0.9565217391304348,0.9871794871794872
1049,1.0,1.0,1.0
1050,0.96,0.96,1.0
1051,1.0,1.0,1.0
1052,0.92,0.9,0.9933333333333334
1053,0.96,0.9523809523809523,1.0
1054,1.0,1.0,1.0
1055,0.96,0.9473684210526315,1.0
1056,0.92,0.9,0.9479166666666666
1057,1.0,1.0,1.0
1058,1.0,1.0,1.0
1059,1.0,1.0,1.0
1060,0.96,0.9523809523809523,0.9870129870129871
1061,0.92,0.9,0.9466666666666667
1062,0.92,0.9,0.98
1063,0.92,0.9090909090909091,1.0
1064,1.0,1.0,1.0
1065,1.0,1.0,1.0
1066,0.92,0.9090909090909091,0.9805194805194806
1067,0.96,0.96,0.9935897435897436
1068,0.96,0.972972972972973,1.0
1069,1.0,1.0,1.0
1070,0.92,0.9,0.9933333333333334
1071,0.96,0.9629629629629629,1.0
1072,1.0,1.0,1.0
1073,0.96,0.9565217391304348,1.0
1074,0.96,0.96,0.9807692307692308
1075,1.0,1.0,1.0
1076,1.0,1.0,1.0
1077,0.96,0.8888888888888888,0.95
1078,1.0,1.0,1.0
1079,1.0,1.0,1.0
1080,0.92,0.9090909090909091,0.9415584415584416
1081,0.96,0.9565217391304348,0.9871794871794872
1082,1.0,1.0,1.0
1083,1.0,1.0,1.0
1084,0.96,0.96,1.0
1085,1.0,1.0,1.0
1086,0.92,0.9166666666666666,0.9487179487179487
1087,0.96,0.8888888888888888,0.92
1088,1.0,1.0,1.0
1089,1.0,1.0,1.0
1090,1.0,1.0,1.0
1091,0.96,0.96,1.0
1092,1.0,1.0,1.0
1093,0.96,0.9473684210526315,1.0
1094,0.96,0.9565217391304348,1.0
1095,1.0,1.0,1.0
1096,1.0,1.0,1.0
1097,0.96,0.9565217391304348,0.9871794871794872
1098,0.92,0.9375,0.98
1099,1.0,1.0,1.0
1100,1.0,1.0,1.0
1101,0.96,0.9565217391304348,0.987012987012987
1102,0.96,0.9473684210526315,0.9930555555555556
1103,1.0,1.0,1.0
1104,0.96,0.9629629629629629,1.0
1105,1.0,1.0,1.0
1106,1.0,1.0,1.0
1107,0.88,0.8421052631578947,1.0
1108,0.96,0.9523809523809523,0.9805194805194805
1109,0.92,0.9285714285714286,0.9733333333333334
1110,0.96,0.9411764705882353,1.0
1111,0.88,0.8571428571428571,0.9551282051282051
1112,1.0,1.0,1.0
1113,0.96,0.9411764705882353,1.0
1114,1.0,1.0,1.0
1115,0.96,0.9411764705882353,1.0
1116,1.0,1.0,1.0
1117,0.96,0.9655172413793104,0.9512987012987013
1118,0.96,0.9333333333333333,0.9191176470588235
1119,0.96,0.9333333333333333,0.9926470588235294
1120,0.96,0.96,0.9871794871794872
1121,1.0,1.0,1.0
1122,0.96,0.9473684210526315,0.9933333333333334
1123,0.96,0.9629629629629629,1.0
1124,1.0,1.0,1.0
1125,1.0,1.0,1.0
1126,1.0,1.0,1.0
1127,1.0,1.0,1.0
1128,0.92,0.9230769230769231,1.0
1129,1.0,1.0,1.0
1130,0.92,0.9230769230769231,0.9487179487179487
1131,1.0,1.0,1.0
1132,0.96,0.9523809523809523,0.9566666666666667
1133,0.8,0.7619047619047619,0.8766233766233766
1134,1.0,1.0,1.0
1135,1.0,1.0,1.0
1136,1.0,1.0,1.0
1137,1.0,1.0,1.0
1138,0.96,0.9655172413793104,1.0
1139,1.0,1.0,1.0
1140,0.96,0.9473684210526315,1.0
1141,0.96,0.9333333333333333,0.9779411764705882
1142,1.0,1.0,1.0
1143,1.0,1.0,1.0
1144,1.0,1.0,1.0
1145,0.88,0.8695652173913043,0.9423076923076924
1146,0.96,0.9411764705882353,1.0
1147,1.0,1.0,1.0
1148,1.0,1.0,1.0
1149,1.0,1.0,1.0
1150,1.0,1.0,1.0
1151,1.0,1.0,1.0
1152,0.92,0.8571428571428571,0.9824561403508771
1153,0.96,0.9696969696969697,0.9705882352941176
1154,0.96,0.9333333333333333,1.0
1155,1.0,1.0,1.0
1156,1.0,1.0,1.0
1157,0.92,0.9,0.9740259740259741
1158,0.92,0.9090909090909091,0.9870129870129871
1159,0.92,0.875,0.9926470588235294
1160,1.0,1.0,1.0
1161,0.96,0.9565217391304348,0.9935897435897436
1162,0.96,0.9333333333333333,1.0
1163,1.0,1.0,1.0
1164,1.0,1.0,1.0
1165,0.96,0.9523809523809523,1.0
1166,1.0,1.0,1.0
1167,0.96,0.9523809523809523,0.9866666666666667
1168,0.96,0.9473684210526315,0.9861111111111112
1169,0.92,0.9166666666666666,0.9679487179487178
1170,1.0,1.0,1.0
1171,1.0,1.0,1.0
1172,0.92,0.9090909090909091,0.9935064935064936
1173,0.96,0.9411764705882353,1.0
1174,1.0,1.0,1.0
1175,1.0,1.0,1.0
1176,1.0,1.0,1.0
1177,1.0,1.0,1.0
1178,1.0,1.0,1.0
1179,0.96,0.9411764705882353,1.0
1180,1.0,1.0,1.0
1181,1.0,1.0,1.0
1182,1.0,1.0,1.0
1183,0.92,0.9166666666666666,0.9935897435897436
1184,1.0,1.0,1.0
1185,1.0,1.0,1.0
1186,1.0,1.0,1.0
1187,0.96,0.9565217391304348,0.9935064935064936
1188,1.0,1.0,1.0
1189,0.96,0.9565217391304348,1.0
1190,1.0,1.0,1.0
1191,0.96,0.9565217391304348,1.0
1192,0.96,0.9565217391304348,1.0
1193,0.96,0.96,1.0
1194,0.92,0.8333333333333334,0.99
1195,0.96,0.9629629629629629,0.9935897435897436
1196,0.96,0.9473684210526315,0.9800000000000001
1197,0.92,0.8571428571428571,0.9761904761904763
1198,0.92,0.9285714285714286,0.9935897435897436
1199,0.96,0.96,0.9935897435897436
1200,0.96,0.9473684210526315,0.9930555555555556
1201,1.0,1.0,1.0
1202,1.0,1.0,1.0
1203,0.92,0.9,0.9933333333333334
1204,0.92,0.9,0.9935064935064936
1205,1.0,1.0,1.0
1206,1.0,1.0,1.0
1207,0.96,0.9333333333333333,0.9920634920634921
1208,1.0,1.0,1.0
1209,1.0,1.0,1.0
1210,0.96,0.96,1.0
1211,0.96,0.9523809523809523,0.948051948051948
1212,1.0,1.0,1.0
1213,0.96,0.9655172413793104,0.9933333333333334
1214,1.0,1.0,1.0
1215,1.0,1.0,1.0
1216,0.92,0.9166666666666666,0.9743589743589745
1217,0.88,0.7692307692307693,0.9485294117647058
1218,1.0,1.0,1.0
1219,1.0,1.0,1.0
1220,1.0,1.0,1.0
1221,0.88,0.8888888888888888,0.9871794871794872
1222,0.96,0.9565217391304348,0.9512987012987013
1223,0.92,0.9090909090909091,0.9935897435897436
1224,1.0,1.0,1.0
1225,0.88,0.8235294117647058,1.0
1226,1.0,1.0,1.0
1227,1.0,1.0,1.0
1228,0.88,0.8571428571428571,0.9866666666666667
1229,1.0,1.0,1.0
1230,1.0,1.0,1.0
1231,0.96,0.9473684210526315,1.0
1232,0.92,0.9166666666666666,1.0
1233,0.96,0.9411764705882353,1.0
1234,0.96,0.9565217391304348,0.9807692307692307
1235,0.96,0.9230769230769231,1.0
1236,1.0,1.0,1.0
1237,0.88,0.8888888888888888,0.9871794871794872
1238,0.96,0.9411764705882353,1.0
1239,0.96,0.9523809523809523,0.974025974025974
1240,1.0,1.0,1.0
1241,1.0,1.0,1.0
1242,0.96,0.9523809523809523,0.9935064935064936
1243,1.0,1.0,1.0
1244,1.0,1.0,1.0
1245,1.0,1.0,1.0
1246,1.0,1.0,1.0
1247,1.0,1.0,1.0
1248,1.0,1.0,1.0
1249,1.0,1.0,1.0
1250,0.96,0.96,1.0
1251,0.96,0.96,1.0
1252,0.92,0.9090909090909091,0.9743589743589742
1253,1.0,1.0,1.0
1254,1.0,1.0,1.0
1255,1.0,1.0,1.0
1256,1.0,1.0,1.0
1257,1.0,1.0,1.0
1258,0.96,0.9523809523809523,1.0
1259,1.0,1.0,1.0
1260,1.0,1.0,1.0
1261,0.96,0.9523809523809523,0.9545454545454546
1262,1.0,1.0,1.0
1263,1.0,1.0,1.0
1264,0.96,0.9655172413793104,0.9866666666666667
1265,0.96,0.9565217391304348,0.9935064935064936
1266,0.96,0.9411764705882353,0.9513888888888888
1267,0.92,0.9166666666666666,0.9935897435897436
1268,1.0,1.0,1.0
1269,1.0,1.0,1.0
1270,0.96,0.9090909090909091,1.0
1271,1.0,1.0,1.0
1272,1.0,1.0,1.0
1273,0.96,0.9629629629629629,0.9935064935064934
1274,1.0,1.0,1.0
1275,1.0,1.0,1.0
1276,0.92,0.9090909090909091,0.9294871794871794
1277,1.0,1.0,1.0
1278,1.0,1.0,1.0
1279,1.0,1.0,1.0
1280,1.0,1.0,1.0
1281,1.0,1.0,1.0
1282,1.0,1.0,1.0
1283,0.96,0.9230769230769231,0.9761904761904763
1284,0.96,0.96,1.0
1285,0.92,0.9,0.9805194805194805
1286,0.96,0.96,0.9807692307692308
1287,0.96,0.8888888888888888,0.9600000000000001
1288,0.92,0.8333333333333334,0.9603174603174602
1289,0.96,0.9523809523809523,1.0
1290,0.96,0.9565217391304348,0.9935064935064936
1291,0.92,0.8888888888888888,0.9930555555555556
1292,0.96,0.9523809523809523,0.9935064935064936
1293,1.0,1.0,1.0
1294,1.0,1.0,1.0
1295,1.0,1.0,1.0
1296,0.92,0.9230769230769231,0.9871794871794872
1297,0.96,0.9473684210526315,0.9930555555555556
1298,1.0,1.0,1.0
1299,1.0,1.0,1.0
1300,1.0,1.0,1.0
1301,1.0,1.0,1.0
1302,0.96,0.9565217391304348,1.0
1303,1.0,1.0,1.0
1304,0.96,0.9333333333333333,0.9920634920634921
1305,1.0,1.0,1.0
1306,0.96,0.9629629629629629,0.9935897435897436
1307,1.0,1.0,1.0
1308,0.96,0.9523809523809523,1.0
1309,1.0,1.0,1.0
1310,0.92,0.875,1.0
1311,0.96,0.9411764705882353,1.0
1312,0.96,0.9523809523809523,1.0
1313,1.0,1.0,1.0
1314,1.0,1.0,1.0
1315,0.96,0.9411764705882353,0.9595588235294118
1316,0.96,0.9523809523809523,1.0
1317,1.0,1.0,1.0
1318,0.92,0.875,1.0
1319,1.0,1.0,1.0
1320,0.96,0.96,0.9871794871794872
1321,1.0,1.0,1.0
1322,0.96,0.9655172413793104,1.0
1323,0.92,0.9166666666666666,0.9551282051282051
1324,1.0,1.0,1.0
1325,1.0,1.0,1.0
1326,0.92,0.9230769230769231,0.987012987012987
1327,1.0,1.0,1.0
1328,0.96,0.967741935483871,0.9583333333333334
1329,0.96,0.9333333333333333,0.9926470588235294
1330,1.0,1.0,1.0
1331,0.96,0.9655172413793104,0.9805194805194805
1332,1.0,1.0,1.0
1333,1.0,1.0,1.0
1334,1.0,1.0,1.0
1335,0.96,0.96,0.9871794871794872
1336,1.0,1.0,1.0
1337,1.0,1.0,1.0
1338,0.92,0.9285714285714286,0.9805194805194806
1339,1.0,1.0,1.0
1340,1.0,1.0,1.0
1341,1.0,1.0,1.0
1342,0.96,0.9629629629629629,1.0
1343,0.96,0.9473684210526315,0.9800000000000001
1344,1.0,1.0,1.0
1345,0.96,0.96,0.9743589743589745
1346,0.96,0.9473684210526315,1.0
1347,1.0,1.0,1.0
1348,1.0,1.0,1.0
1349,1.0,1.0,1.0
1350,1.0,1.0,1.0
1351,0.92,0.9090909090909091,0.9610389610389609
1352,0.88,0.8888888888888888,0.8636363636363636
1353,1.0,1.0,1.0
1354,1.0,1.0,1.0
1355,0.96,0.9565217391304348,0.9871794871794872
1356,0.92,0.9090909090909091,0.9935897435897436
1357,1.0,1.0,1.0
1358,1.0,1.0,1.0
1359,0.96,0.9333333333333333,0.9841269841269841
1360,0.96,0.96,0.9871794871794872
1361,0.92,0.9166666666666666,0.9807692307692308
1362,0.92,0.9230769230769231,0.9871794871794871
1363,1.0,1.0,1.0
1364,0.96,0.9411764705882353,0.9722222222222222
1365,0.96,0.96,1.0
1366,1.0,1.0,1.0
1367,1.0,1.0,1.0
1368,1.0,1.0,1.0
1369,0.96,0.96,0.9935897435897436
1370,0.96,0.9230769230769231,0.9920634920634921
1371,1.0,1.0,1.0
1372,0.84,0.8571428571428571,0.948051948051948
1373,1.0,1.0,1.0
1374,1.0,1.0,1.0
1375,1.0,1.0,1.0
1376,0.96,0.9629629629629629,1.0
1377,1.0,1.0,1.0
1378,0.92,0.9090909090909091,0.9551282051282052
1379,0.96,0.9473684210526315,0.9800000000000001
1380,1.0,1.0,1.0
1381,1.0,1.0,1.0
1382,1.0,1.0,1.0
1383,1.0,1.0,1.0
1384,0.96,0.9565217391304348,1.0
1385,0.96,0.9523809523809523,1.0
1386,1.0,1.0,1.0
1387,1.0,1.0,1.0
1388,1.0,1.0,1.0
1389,1.0,1.0,1.0
1390,1.0,1.0,1.0
1391,0.8,0.8148148148148148,0.9551282051282052
1392,1.0,1.0,1.0
1393,0.92,0.9285714285714286,0.9675324675324675
1394,1.0,1.0,1.0
1395,0.96,0.9565217391304348,0.9675324675324676
1396,0.92,0.8888888888888888,0.9733333333333334
1397,0.96,0.9629629629629629,1.0
1398,1.0,1.0,1.0
1399,1.0,1.0,1.0
1400,1.0,1.0,1.0
1401,1.0,1.0,1.0
1402,0.96,0.9565217391304348,1.0
1403,1.0,1.0,1.0
1404,1.0,1.0,1.0
1405,1.0,1.0,1.0
1406,0.96,0.9411764705882353,1.0
1407,1.0,1.0,1.0
1408,1.0,1.0,1.0
1409,0.96,0.9565217391304348,1.0
1410,1.0,1.0,1.0
1411,1.0,1.0,1.0
1412,0.96,0.9565217391304348,1.0
1413,1.0,1.0,1.0
1414,1.0,1.0,1.0
1415,0.92,0.9166666666666666,0.9871794871794872
1416,1.0,1.0,1.0
1417,0.96,0.9629629629629629,0.9743589743589743
1418,0.96,0.9523809523809523,0.935064935064935
1419,1.0,1.0,1.0
1420,1.0,1.0,1.0
1421,1.0,1.0,1.0
1422,0.92,0.9,0.98
1423,1.0,1.0,1.0
1424,1.0,1.0,1.0
1425,0.92,0.9230769230769231,0.9805194805194806
1426,1.0,1.0,1.0
1427,1.0,1.0,1.0
1428,0.96,0.96,1.0
1429,1.0,1.0,1.0
1430,1.0,1.0,1.0
1431,0.96,0.9230769230769231,0.9841269841269841
1432,0.84,0.8333333333333334,0.9807692307692307
1433,0.88,0.8421052631578947,0.8866666666666667
1434,1.0,1.0,1.0
1435,0.96,0.96,1.0
1436,0.88,0.8571428571428571,0.9615384615384616
1437,1.0,1.0,1.0
1438,0.96,0.9629629629629629,0.9935897435897436
1439,0.84,0.8181818181818182,0.9740259740259741
1440,1.0,1.0,1.0
1441,1.0,1.0,1.0
1442,0.96,0.9523809523809523,1.0
1443,1.0,1.0,1.0
1444,0.92,0.8333333333333334,0.9912280701754387
1445,0.84,0.7777777777777778,0.9666666666666667
1446,1.0,1.0,1.0
1447,1.0,1.0,1.0
1448,1.0,1.0,1.0
1449,1.0,1.0,1.0
1450,0.92,0.9333333333333333,1.0
1451,0.92,0.8888888888888888,0.9266666666666666
1452,1.0,1.0,1.0
1453,0.92,0.8888888888888888,0.9652777777777778
1454,0.96,0.9565217391304348,1.0
1455,0.96,0.9523809523809523,0.9935064935064936
1456,1.0,1.0,1.0
1457,1.0,1.0,1.0
1458,0.96,0.9230769230769231,1.0
1459,0.96,0.96,1.0
1460,1.0,1.0,1.0
1461,0.92,0.9230769230769231,0.9935897435897436
1462,1.0,1.0,1.0
1463,1.0,1.0,1.0
1464,0.96,0.9565217391304348,0.9679487179487181
1465,1.0,1.0,1.0
1466,1.0,1.0,1.0
1467,1.0,1.0,1.0
1468,1.0,1.0,1.0
1469,0.96,0.9523809523809523,1.0
1470,0.96,0.9655172413793104,1.0
1471,0.92,0.9230769230769231,1.0
1472,0.92,0.9090909090909091,0.9871794871794872
1473,0.96,0.96,0.9487179487179488
1474,1.0,1.0,1.0
1475,1.0,1.0,1.0
1476,1.0,1.0,1.0
1477,0.96,0.9523809523809523,0.9870129870129871
1478,0.96,0.967741935483871,0.9866666666666667
1479,0.92,0.875,0.9852941176470588
1480,1.0,1.0,1.0
1481,1.0,1.0,1.0
1482,1.0,1.0,1.0
1483,1.0,1.0,1.0
1484,0.92,0.9333333333333333,1.0
1485,1.0,1.0,1.0
1486,1.0,1.0,1.0
1487,1.0,1.0,1.0
1488,0.96,0.9565217391304348,1.0
1489,0.96,0.9629629629629629,0.9675324675324675
1490,1.0,1.0,1.0
1491,0.96,0.967741935483871,1.0
1492,1.0,1.0,1.0
1493,1.0,1.0,1.0
1494,0.96,0.9655172413793104,0.98
1495,0.96,0.96,0.9743589743589745
1496,1.0,1.0,1.0
1497,1.0,1.0,1.0
1498,0.88,0.9090909090909091,0.9779411764705882
1499,0.92,0.9333333333333333,0.9930555555555555
1500,1.0,1.0,1.0
1501,1.0,1.0,1.0
1502,0.96,0.9411764705882353,1.0
1503,1.0,1.0,1.0
1504,1.0,1.0,1.0
1505,1.0,1.0,1.0
1506,1.0,1.0,1.0
1507,0.96,0.9629629629629629,1.0
1508,0.96,0.9473684210526315,0.9733333333333334
1509,1.0,1.0,1.0
1510,0.96,0.9565217391304348,0.9935064935064936
1511,0.96,0.9523809523809523,0.9933333333333334
1512,0.92,0.9166666666666666,0.9807692307692308
1513,0.96,0.96,0.9743589743589745
1514,1.0,1.0,1.0
1515,1.0,1.0,1.0
1516,1.0,1.0,1.0
1517,0.96,0.9629629629629629,1.0
