l1_ratio,class_weight,C,acc_0.5,acc_best_t,best_t,AUC
0,balanced,50,0.8860005389590391,0.8860005389590391,0.5,0.9506428747297073
0,balanced,1,0.8860005389590391,0.8860005389590391,0.5,0.9506424990262499
1,balanced,10,0.8860486603018171,0.8860486603018171,0.5,0.9506401348481186
