C,l1_ratio,class_weight,Accuracy,F1,AUC
1.0,0.0,,0.9294540943249829,0.91753804292156,0.9794459341651954
0.01,0.0,,0.9238912585759028,0.9105729759878584,0.9763997470487666
0.5,0.5,,0.9294059729821871,0.9174735469872621,0.9794400874093547
